pin10,capture_da,DFIRM_ID,VERSION_ID,FLD_AR_ID,STUDY_TYP,FLD_ZONE,ZONE_SUBTY,mncplty,pltcltw,assssrn,assssrb,ff_score,in_sfha
1504402008,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,211,,
1504402009,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,202,,
1504402010,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,202,,
1504402011,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,314,,
1504402014,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,314,,
1504402015,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,314,,
1504402016,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,522,,
1504402017,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,597,,
1504402018,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,204,,
1504402019,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,203,,
1504402020,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,203,,
1504402021,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,203,,
1504402022,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,203,,
1504402023,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,203,,
1504403002,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,203,,
1504403006,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,202,,
1504403007,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,212,,
1504403008,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,517,,
1504403011,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504403014,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,597,,
1504403015,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504403016,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504403017,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,203,,
1504403018,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,203,,
1504403019,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,203,,
1504403020,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,211,,
1504403021,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,211,,
1504403022,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,211,,
1504403023,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,211,,
1504403024,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,203,,
1504403025,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,203,,
1504403026,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,203,,
1504403027,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,202,,
1504403028,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,580,,
1504403029,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504403030,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,202,,
1504403031,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,212,,
1504404004,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,522,,
1504404008,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,522,,
1504404009,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504404011,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504404012,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504404035,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504404036,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504404037,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504404038,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504404039,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,663,,
1504404041,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504404047,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504404051,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,RR,,
1504404055,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,673,,
1504404056,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504404065,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,597,,
1504404066,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,597,,
1504404077,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,580,,
1504404081,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,522,,
1504404082,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504404083,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504404084,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1504404085,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Melrose Park,TOWN OF PROVISO,200,593,,
1505108023,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Northlake,TOWN OF PROVISO,10,204,,
1505108024,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Northlake,TOWN OF PROVISO,10,202,,
1505108025,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505108026,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505108027,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505108028,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Northlake,TOWN OF PROVISO,10,202,,
1505108029,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505108030,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505202004,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Melrose Park,TOWN OF PROVISO,10,397,,
1505203005,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,EX,,
1505203006,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,EX,,
1505203007,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,EX,,
1505203008,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,EX,,
1505203017,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505203018,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,241,,
1505203022,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,206,,
1505203023,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505203024,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505203025,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505203026,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505203027,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,241,,
1505203028,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,234,,
1505204004,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505204007,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505204008,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505204009,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505204010,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,241,,
1505204014,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,241,,
1505204015,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,241,,
1505204016,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505204017,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,202,,
1505204020,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,202,,
1505204021,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,202,,
1505204022,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,202,,
1505204023,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505204025,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,241,,
1505204027,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505204028,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505204029,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505204030,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505204031,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505204032,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505204033,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505205001,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505205002,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505205003,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505205006,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505205007,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505205008,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505205009,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505205010,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505205011,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,234,,
1505205012,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505205013,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505205014,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505205015,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505205016,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505205017,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,278,,
1505205018,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,278,,
1505205019,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505205020,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505205024,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,202,,
1505205026,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505205027,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505205028,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505205029,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505205030,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505206005,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505206006,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505206007,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505206008,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505206009,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505206010,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505206011,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,593,,
1505206012,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,212,,
1505206015,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,522,,
1505206016,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,522,,
1505206017,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,522,,
1505206018,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,522,,
1505206019,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,593,,
1505206020,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,593,,
1505206022,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,593,,
1505206023,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505206024,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505206025,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505206026,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,205,,
1505206027,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505206028,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,318,,
1505207007,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,EX,,
1505207008,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,EX,,
1505207012,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Melrose Park,TOWN OF PROVISO,10,397,,
1505207013,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Melrose Park,TOWN OF PROVISO,10,397,,
1505207014,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Melrose Park,TOWN OF PROVISO,10,397,,
1505207015,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Melrose Park,TOWN OF PROVISO,10,397,,
1505207016,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,202,,
1505207017,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,202,,
1505207018,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505207019,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505207022,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,241,,
1505207023,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505207024,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505207025,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505207032,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_1287,NP,AE,NA,Melrose Park,TOWN OF PROVISO,10,397,,
1505208005,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208006,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208020,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208021,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,206,,
1505208022,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,206,,
1505208023,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,234,,
1505208024,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,234,,
1505208034,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208035,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208036,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208037,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208038,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208040,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,234,,
1505208041,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,234,,
1505208042,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,234,,
1505208043,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208044,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208045,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208046,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208047,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208048,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,203,,
1505208054,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Northlake,TOWN OF PROVISO,10,202,,
1505209001,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505209002,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,211,,
1505209012,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505209013,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505209014,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505209015,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505209016,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,234,,
1505209025,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
1505209026,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,234,,
1505209027,8/3/2019-8/24/2019,17031C,1.1.1.0,17031C_7785,NP,AE,NA,Stone Park,TOWN OF PROVISO,190,203,,
