pin10,sfha2018,sfha2024,prelimsfha,lomr2018,lomr2024,EFF_DATlomr2018,EFF_DATlomr2024,n
2907414046,1,1,0,0,0,NA,NA,1
2907414047,1,1,0,0,0,NA,NA,1
2907414048,1,1,0,0,0,NA,NA,1
2907414049,1,1,0,0,0,NA,NA,1
2907414050,1,1,0,0,0,NA,NA,1
2907414051,1,1,0,0,0,NA,NA,1
2907414052,1,1,0,0,0,NA,NA,1
2907414053,1,1,0,0,0,NA,NA,1
2907414054,1,1,0,0,0,NA,NA,1
2907415014,1,1,0,0,0,NA,NA,1
2907415018,1,1,0,0,0,NA,NA,1
2907415020,1,1,0,0,0,NA,NA,1
2907415021,1,1,0,0,0,NA,NA,1
2907415023,1,1,0,0,0,NA,NA,1
2907415028,1,1,0,0,0,NA,NA,1
2907416006,1,1,0,0,0,NA,NA,1
2907416007,1,1,0,0,0,NA,NA,1
2907416012,1,1,0,0,0,NA,NA,1
2907416013,1,1,0,0,0,NA,NA,1
2907416014,1,1,0,0,0,NA,NA,1
2907416015,1,1,0,0,0,NA,NA,1
2907416018,1,1,0,0,0,NA,NA,1
2907416019,1,1,0,0,0,NA,NA,1
2907416020,1,1,0,0,0,NA,NA,1
2907416021,1,1,0,0,0,NA,NA,1
2907416026,1,1,0,0,0,NA,NA,1
2907416027,1,1,0,0,0,NA,NA,1
2907416028,1,1,0,0,0,NA,NA,1
2907416032,1,1,0,0,0,NA,NA,1
2907416036,1,1,0,0,0,NA,NA,1
2907416037,1,1,0,0,0,NA,NA,1
2907416039,1,1,0,0,0,NA,NA,1
2907416040,1,1,0,0,0,NA,NA,1
2907416043,1,1,0,0,0,NA,NA,1
2907416044,1,1,0,0,0,NA,NA,1
2907416045,1,1,0,0,0,NA,NA,1
2907416046,1,1,0,0,0,NA,NA,1
2907416047,1,1,0,0,0,NA,NA,1
2907416048,1,1,0,0,0,NA,NA,1
2907416049,1,1,0,0,0,NA,NA,1
2907416050,1,1,0,0,0,NA,NA,1
2907416051,1,1,0,0,0,NA,NA,1
2907416052,1,1,0,0,0,NA,NA,1
2907417001,1,1,0,0,0,NA,NA,1
2907417008,1,1,0,0,0,NA,NA,1
2907417009,1,1,0,0,0,NA,NA,1
2907417010,1,1,0,0,0,NA,NA,1
2907417011,1,1,0,0,0,NA,NA,1
2907417012,1,1,0,0,0,NA,NA,1
2907417013,1,1,0,0,0,NA,NA,1
2907417014,1,1,0,0,0,NA,NA,1
2907417019,1,1,0,0,0,NA,NA,1
2907417020,1,1,0,0,0,NA,NA,1
2907417021,1,1,0,0,0,NA,NA,1
2907417023,1,1,0,0,0,NA,NA,1
2907417024,1,1,0,0,0,NA,NA,1
2907417025,1,1,0,0,0,NA,NA,1
2907418001,1,1,0,0,0,NA,NA,1
2907418002,1,1,0,0,0,NA,NA,1
2907418004,1,1,0,0,0,NA,NA,1
2907418005,1,1,0,0,0,NA,NA,1
2907418010,1,1,0,0,0,NA,NA,1
2907418017,1,1,0,0,0,NA,NA,1
2907418018,1,1,0,0,0,NA,NA,1
2907418019,1,1,0,0,0,NA,NA,1
2907418020,1,1,0,0,0,NA,NA,1
2907418025,1,1,0,0,0,NA,NA,1
2907418026,1,1,0,0,0,NA,NA,1
2907418032,1,1,0,0,0,NA,NA,1
2907418033,1,1,0,0,0,NA,NA,1
2907418034,1,1,0,0,0,NA,NA,1
2907418035,1,1,0,0,0,NA,NA,1
2907418036,1,1,0,0,0,NA,NA,1
2907418039,1,1,0,0,0,NA,NA,1
2907418040,1,1,0,0,0,NA,NA,1
2907418041,1,1,0,0,0,NA,NA,1
2907418042,1,1,0,0,0,NA,NA,1
2907418043,1,1,0,0,0,NA,NA,1
2907418044,1,1,0,0,0,NA,NA,1
2907418045,1,1,0,0,0,NA,NA,1
2907419001,1,1,0,0,0,NA,NA,1
2907419002,1,1,0,0,0,NA,NA,1
2907419009,1,1,0,0,0,NA,NA,1
2907419010,1,1,0,0,0,NA,NA,1
2907419012,1,1,0,0,0,NA,NA,1
2907419013,1,1,0,0,0,NA,NA,1
2907419014,1,1,0,0,0,NA,NA,1
2907419023,1,1,0,0,0,NA,NA,1
2907419024,1,1,0,0,0,NA,NA,1
2907419025,1,1,0,0,0,NA,NA,1
2907419026,1,1,0,0,0,NA,NA,1
2907419027,1,1,0,0,0,NA,NA,1
2907419029,1,1,0,0,0,NA,NA,1
2907419030,1,1,0,0,0,NA,NA,1
2907419031,1,1,0,0,0,NA,NA,1
2907419041,1,1,0,0,0,NA,NA,1
2907419042,1,1,0,0,0,NA,NA,1
2907420001,1,1,0,0,0,NA,NA,1
2907420002,1,1,0,0,0,NA,NA,1
2907420005,1,1,0,0,0,NA,NA,1
2907420006,1,1,0,0,0,NA,NA,1
2907420009,1,1,0,0,0,NA,NA,1
2907420010,1,1,0,0,0,NA,NA,1
2907420011,1,1,0,0,0,NA,NA,1
2907420018,1,1,0,0,0,NA,NA,1
2907421017,1,1,0,0,0,NA,NA,1
2907421018,1,1,0,0,0,NA,NA,1
2907421019,1,1,0,0,0,NA,NA,1
2907421020,1,1,0,0,0,NA,NA,1
2907422002,1,1,0,0,0,NA,NA,1
2907422003,1,1,0,0,0,NA,NA,1
2907422004,1,1,0,0,0,NA,NA,1
2907422005,1,1,0,0,0,NA,NA,1
2907422007,1,1,0,0,0,NA,NA,1
2907422008,1,1,0,0,0,NA,NA,1
2907422009,1,1,0,0,0,NA,NA,1
2907422010,1,1,0,0,0,NA,NA,1
2907422011,1,1,0,0,0,NA,NA,1
2907422012,1,1,0,0,0,NA,NA,1
2907422014,1,1,0,0,0,NA,NA,1
2907422015,1,1,0,0,0,NA,NA,1
2907422016,1,1,0,0,0,NA,NA,1
2907422017,1,1,0,0,0,NA,NA,1
2907422018,1,1,0,0,0,NA,NA,1
2907422019,1,1,0,0,0,NA,NA,1
2907422021,1,1,0,0,0,NA,NA,1
2907422022,1,1,0,0,0,NA,NA,1
2907422023,1,1,0,0,0,NA,NA,1
2907422024,1,1,0,0,0,NA,NA,1
2907422025,1,1,0,0,0,NA,NA,1
2907422026,1,1,0,0,0,NA,NA,1
2907422027,1,1,0,0,0,NA,NA,1
2907422028,1,1,0,0,0,NA,NA,1
2907422029,1,1,0,0,0,NA,NA,1
2907422035,1,1,0,0,0,NA,NA,1
2907422036,1,1,0,0,0,NA,NA,1
2907422040,1,1,0,0,0,NA,NA,1
2907422041,1,1,0,0,0,NA,NA,1
2907422042,1,1,0,0,0,NA,NA,1
2907430022,1,1,0,0,0,NA,NA,1
2907430023,1,1,0,0,0,NA,NA,1
2907430024,1,1,0,0,0,NA,NA,1
2907430026,1,1,0,0,0,NA,NA,1
2907430036,1,1,0,0,0,NA,NA,1
2907430043,1,1,0,0,0,NA,NA,1
2907501002,1,1,0,0,0,NA,NA,1
2908104003,1,1,0,0,0,NA,NA,1
2908201039,1,1,0,0,0,NA,NA,1
2908201040,1,1,0,0,0,NA,NA,1
2908201041,1,1,0,0,0,NA,NA,1
2908201042,1,1,0,0,0,NA,NA,1
2908201043,1,1,0,0,0,NA,NA,1
2908201063,1,1,0,0,0,NA,NA,1
2908201064,1,1,0,0,0,NA,NA,1
2908201066,1,1,0,0,0,NA,NA,1
2908204023,1,1,0,0,0,NA,NA,1
2908204024,1,1,0,0,0,NA,NA,1
2908204031,1,1,0,0,0,NA,NA,1
2908204033,1,1,0,0,0,NA,NA,1
2908204034,1,1,0,0,0,NA,NA,1
2908204035,1,1,0,0,0,NA,NA,1
2908204038,1,1,0,0,0,NA,NA,1
2908204039,1,1,0,0,0,NA,NA,1
2908204040,1,1,0,0,0,NA,NA,1
2908204041,1,1,0,0,0,NA,NA,1
2908204042,1,1,0,0,0,NA,NA,1
2908204046,1,1,0,0,0,NA,NA,1
2908204047,1,1,0,0,0,NA,NA,1
2908204055,1,1,0,0,0,NA,NA,1
2908204056,1,1,0,0,0,NA,NA,1
2908204057,1,1,0,0,0,NA,NA,1
2908204060,1,1,0,0,0,NA,NA,1
2908204061,1,1,0,0,0,NA,NA,1
2908204063,1,1,0,0,0,NA,NA,1
2908204064,1,1,0,0,0,NA,NA,1
2908204066,1,1,0,0,0,NA,NA,1
2908204068,1,1,0,0,0,NA,NA,1
2908205023,1,1,0,0,0,NA,NA,1
2908205024,1,1,0,0,0,NA,NA,1
2908205025,1,1,0,0,0,NA,NA,1
2908205026,1,1,0,0,0,NA,NA,1
2908205027,1,1,0,0,0,NA,NA,1
2908205028,1,1,0,0,0,NA,NA,1
2908205029,1,1,0,0,0,NA,NA,1
2908205030,1,1,0,0,0,NA,NA,1
2908205036,1,1,0,0,0,NA,NA,1
2908205037,1,1,0,0,0,NA,NA,1
2908205039,1,1,0,0,0,NA,NA,1
2908205040,1,1,0,0,0,NA,NA,1
2908205047,1,1,0,0,0,NA,NA,1
2908205049,1,1,0,0,0,NA,NA,1
2908205050,1,1,0,0,0,NA,NA,1
2908205051,1,1,0,0,0,NA,NA,1
2908205052,1,1,0,0,0,NA,NA,1
2908205054,1,1,0,0,0,NA,NA,1
2908205055,1,1,0,0,0,NA,NA,1
2908205056,1,1,0,0,0,NA,NA,1
2908205057,1,1,0,0,0,NA,NA,1
2908205058,1,1,0,0,0,NA,NA,1
2908205059,1,1,0,0,0,NA,NA,1
2908205061,1,1,0,0,0,NA,NA,1
2908205063,1,1,0,0,0,NA,NA,1
2908205064,1,1,0,0,0,NA,NA,1
2908205069,1,1,0,0,0,NA,NA,1
2908306037,1,1,0,0,0,NA,NA,1
2908307017,1,1,0,0,0,NA,NA,1
2908312002,1,1,0,0,0,NA,NA,1
2908312004,1,1,0,0,0,NA,NA,1
2908312005,1,1,0,0,0,NA,NA,1
2908312017,1,1,0,0,0,NA,NA,1
2908312018,1,1,0,0,0,NA,NA,1
2908312019,1,1,0,0,0,NA,NA,1
2908312020,1,1,0,0,0,NA,NA,1
2908312029,1,1,0,0,0,NA,NA,1
2908312030,1,1,0,0,0,NA,NA,1
2908312031,1,1,0,0,0,NA,NA,1
2908312048,1,1,0,0,0,NA,NA,1
2908312051,1,1,0,0,0,NA,NA,1
2908312056,1,1,0,0,0,NA,NA,1
2908312057,1,1,0,0,0,NA,NA,1
2908312058,1,1,0,0,0,NA,NA,1
2908312059,1,1,0,0,0,NA,NA,1
2908312060,1,1,0,0,0,NA,NA,1
2908312061,1,1,0,0,0,NA,NA,1
2908312062,1,1,0,0,0,NA,NA,1
2908312064,1,1,0,0,0,NA,NA,1
2908312065,1,1,0,0,0,NA,NA,1
2908312066,1,1,0,0,0,NA,NA,1
2908312070,1,1,0,0,0,NA,NA,1
2908312072,1,1,0,0,0,NA,NA,1
2908312073,1,1,0,0,0,NA,NA,1
2908312074,1,1,0,0,0,NA,NA,1
2908313003,1,1,0,0,0,NA,NA,1
2908313004,1,1,0,0,0,NA,NA,1
2908313007,1,1,0,0,0,NA,NA,1
2908313008,1,1,0,0,0,NA,NA,1
2908313011,1,1,0,0,0,NA,NA,1
2908313013,1,1,0,0,0,NA,NA,1
2908313014,1,1,0,0,0,NA,NA,1
2908313015,1,1,0,0,0,NA,NA,1
2908313016,1,1,0,0,0,NA,NA,1
2908313017,1,1,0,0,0,NA,NA,1
2908313018,1,1,0,0,0,NA,NA,1
2908313019,1,1,0,0,0,NA,NA,1
2908313020,1,1,0,0,0,NA,NA,1
2908313021,1,1,0,0,0,NA,NA,1
2908313022,1,1,0,0,0,NA,NA,1
2908313023,1,1,0,0,0,NA,NA,1
2908313024,1,1,0,0,0,NA,NA,1
2908313025,1,1,0,0,0,NA,NA,1
2908313026,1,1,0,0,0,NA,NA,1
2908313027,1,1,0,0,0,NA,NA,1
2908313028,1,1,0,0,0,NA,NA,1
2908313029,1,1,0,0,0,NA,NA,1
2908313030,1,1,0,0,0,NA,NA,1
2908315044,1,1,0,0,0,NA,NA,1
2908315048,1,1,0,0,0,NA,NA,1
2908315049,1,1,0,0,0,NA,NA,1
2908318006,1,1,0,0,0,NA,NA,1
2908318007,1,1,0,0,0,NA,NA,1
2908318008,1,1,0,0,0,NA,NA,1
2908318009,1,1,0,0,0,NA,NA,1
2908318011,1,1,0,0,0,NA,NA,1
2908318012,1,1,0,0,0,NA,NA,1
2908318013,1,1,0,0,0,NA,NA,1
2908318014,1,1,0,0,0,NA,NA,1
2908318015,1,1,0,0,0,NA,NA,1
2908318016,1,1,0,0,0,NA,NA,1
2908318019,1,1,0,0,0,NA,NA,1
2908318020,1,1,0,0,0,NA,NA,1
2908318024,1,1,0,0,0,NA,NA,1
2908318025,1,1,0,0,0,NA,NA,1
2908318026,1,1,0,0,0,NA,NA,1
2908318027,1,1,0,0,0,NA,NA,1
2908318030,1,1,0,0,0,NA,NA,1
2908318031,1,1,0,0,0,NA,NA,1
2908318032,1,1,0,0,0,NA,NA,1
2908318033,1,1,0,0,0,NA,NA,1
2908318034,1,1,0,0,0,NA,NA,1
2908318035,1,1,0,0,0,NA,NA,1
2908318036,1,1,0,0,0,NA,NA,1
2908318037,1,1,0,0,0,NA,NA,1
2908318038,1,1,0,0,0,NA,NA,1
2908318039,1,1,0,0,0,NA,NA,1
2908318040,1,1,0,0,0,NA,NA,1
2908318041,1,1,0,0,0,NA,NA,1
2908318042,1,1,0,0,0,NA,NA,1
2908318043,1,1,0,0,0,NA,NA,1
2908318044,1,1,0,0,0,NA,NA,1
2908319003,1,1,0,0,0,NA,NA,1
2908319004,1,1,0,0,0,NA,NA,1
2908319005,1,1,0,0,0,NA,NA,1
2908319006,1,1,0,0,0,NA,NA,1
2908319011,1,1,0,0,0,NA,NA,1
2908319012,1,1,0,0,0,NA,NA,1
2908319013,1,1,0,0,0,NA,NA,1
2908319014,1,1,0,0,0,NA,NA,1
2908319015,1,1,0,0,0,NA,NA,1
2908319016,1,1,0,0,0,NA,NA,1
2908319019,1,1,0,0,0,NA,NA,1
2908319023,1,1,0,0,0,NA,NA,1
2908319024,1,1,0,0,0,NA,NA,1
2908319025,1,1,0,0,0,NA,NA,1
2908319026,1,1,0,0,0,NA,NA,1
2908319027,1,1,0,0,0,NA,NA,1
2908319028,1,1,0,0,0,NA,NA,1
2908319029,1,1,0,0,0,NA,NA,1
2908319030,1,1,0,0,0,NA,NA,1
2908319035,1,1,0,0,0,NA,NA,1
2908319036,1,1,0,0,0,NA,NA,1
2908319037,1,1,0,0,0,NA,NA,1
2908319042,1,1,0,0,0,NA,NA,1
2908319043,1,1,0,0,0,NA,NA,1
2908319044,1,1,0,0,0,NA,NA,1
2908319047,1,1,0,0,0,NA,NA,1
2908319049,1,1,0,0,0,NA,NA,1
2908319050,1,1,0,0,0,NA,NA,1
2908319051,1,1,0,0,0,NA,NA,1
2908319052,1,1,0,0,0,NA,NA,1
2908319053,1,1,0,0,0,NA,NA,1
2908320001,1,1,0,0,0,NA,NA,1
2908320002,1,1,0,0,0,NA,NA,1
2908320003,1,1,0,0,0,NA,NA,1
2908320004,1,1,0,0,0,NA,NA,1
2908320005,1,1,0,0,0,NA,NA,1
2908320006,1,1,0,0,0,NA,NA,1
2908320007,1,1,0,0,0,NA,NA,1
2908320008,1,1,0,0,0,NA,NA,1
2908320009,1,1,0,0,0,NA,NA,1
2908320010,1,1,0,0,0,NA,NA,1
2908320011,1,1,0,0,0,NA,NA,1
2908320012,1,1,0,0,0,NA,NA,1
2908320013,1,1,0,0,0,NA,NA,1
2908320014,1,1,0,0,0,NA,NA,1
2908320015,1,1,0,0,0,NA,NA,1
2908320016,1,1,0,0,0,NA,NA,1
2908320017,1,1,0,0,0,NA,NA,1
2908320018,1,1,0,0,0,NA,NA,1
2908320019,1,1,0,0,0,NA,NA,1
2908320020,1,1,0,0,0,NA,NA,1
2908320021,1,1,0,0,0,NA,NA,1
2908320027,1,1,0,0,0,NA,NA,1
2908320028,1,1,0,0,0,NA,NA,1
2908320029,1,1,0,0,0,NA,NA,1
2908320030,1,1,0,0,0,NA,NA,1
2908320031,1,1,0,0,0,NA,NA,1
2908320034,1,1,0,0,0,NA,NA,1
2908320035,1,1,0,0,0,NA,NA,1
2908320036,1,1,0,0,0,NA,NA,1
2908320037,1,1,0,0,0,NA,NA,1
2908320038,1,1,0,0,0,NA,NA,1
2908320041,1,1,0,0,0,NA,NA,1
2908320042,1,1,0,0,0,NA,NA,1
2908320044,1,1,0,0,0,NA,NA,1
2908320045,1,1,0,0,0,NA,NA,1
2908320046,1,1,0,0,0,NA,NA,1
2908320047,1,1,0,0,0,NA,NA,1
2908320048,1,1,0,0,0,NA,NA,1
2908320049,1,1,0,0,0,NA,NA,1
2908321001,1,1,0,0,0,NA,NA,1
2908321002,1,1,0,0,0,NA,NA,1
2908321003,1,1,0,0,0,NA,NA,1
2908321004,1,1,0,0,0,NA,NA,1
2908321005,1,1,0,0,0,NA,NA,1
2908321006,1,1,0,0,0,NA,NA,1
2908321007,1,1,0,0,0,NA,NA,1
2908321008,1,1,0,0,0,NA,NA,1
2908321009,1,1,0,0,0,NA,NA,1
2908321010,1,1,0,0,0,NA,NA,1
2908321011,1,1,0,0,0,NA,NA,1
2908321012,1,1,0,0,0,NA,NA,1
2908321013,1,1,0,0,0,NA,NA,1
2908321014,1,1,0,0,0,NA,NA,1
2908321015,1,1,0,0,0,NA,NA,1
2908321016,1,1,0,0,0,NA,NA,1
2908321017,1,1,0,0,0,NA,NA,1
2908321018,1,1,0,0,0,NA,NA,1
2908321019,1,1,0,0,0,NA,NA,1
2908321020,1,1,0,0,0,NA,NA,1
2908321021,1,1,0,0,0,NA,NA,1
2908321022,1,1,0,0,0,NA,NA,1
2908321024,1,1,0,0,0,NA,NA,1
2908321025,1,1,0,0,0,NA,NA,1
2908321026,1,1,0,0,0,NA,NA,1
2908321027,1,1,0,0,0,NA,NA,1
2908321028,1,1,0,0,0,NA,NA,1
2908321030,1,1,0,0,0,NA,NA,1
2908321031,1,1,0,0,0,NA,NA,1
2908321032,1,1,0,0,0,NA,NA,1
2908322006,1,1,0,0,0,NA,NA,1
2908323025,1,1,0,0,0,NA,NA,1
2908323029,1,1,0,0,0,NA,NA,1
2908323030,1,1,0,0,0,NA,NA,1
2908501003,1,1,0,0,0,NA,NA,1
2908999001,1,1,0,0,0,NA,NA,1
2909109011,1,1,0,0,0,NA,NA,1
2909109012,1,1,0,0,0,NA,NA,1
2909109021,1,1,0,0,0,NA,NA,1
2909109022,1,1,0,0,0,NA,NA,1
2909109023,1,1,0,0,0,NA,NA,1
2909109027,1,1,0,0,0,NA,NA,1
2909109028,1,1,0,0,0,NA,NA,1
2909109029,1,1,0,0,0,NA,NA,1
2909109030,1,1,0,0,0,NA,NA,1
2909109031,1,1,0,0,0,NA,NA,1
2909109032,1,1,0,0,0,NA,NA,1
2909109033,1,1,0,0,0,NA,NA,1
2909109034,1,1,0,0,0,NA,NA,1
2909109035,1,1,0,0,0,NA,NA,1
2909109036,1,1,0,0,0,NA,NA,1
2909109037,1,1,0,0,0,NA,NA,1
2909109038,1,1,0,0,0,NA,NA,1
2909109039,1,1,0,0,0,NA,NA,1
2909109040,1,1,0,0,0,NA,NA,1
2909109041,1,1,0,0,0,NA,NA,1
2909109042,1,1,0,0,0,NA,NA,1
2909109043,1,1,0,0,0,NA,NA,1
2909109044,1,1,0,0,0,NA,NA,1
2909109045,1,1,0,0,0,NA,NA,1
2909109048,1,1,0,0,0,NA,NA,1
2909109049,1,1,0,0,0,NA,NA,1
2909109050,1,1,0,0,0,NA,NA,1
2909111001,1,1,0,0,0,NA,NA,1
2909111005,1,1,0,0,0,NA,NA,1
2909111006,1,1,0,0,0,NA,NA,1
2909111009,1,1,0,0,0,NA,NA,1
2909111010,1,1,0,0,0,NA,NA,1
2909111011,1,1,0,0,0,NA,NA,1
2909111012,1,1,0,0,0,NA,NA,1
2909111019,1,1,0,0,0,NA,NA,1
2909111021,1,1,0,0,0,NA,NA,1
2909111022,1,1,0,0,0,NA,NA,1
2909111023,1,1,0,0,0,NA,NA,1
2909111024,1,1,0,0,0,NA,NA,1
2909111025,1,1,0,0,0,NA,NA,1
2909111026,1,1,0,0,0,NA,NA,1
2909114002,1,1,0,0,0,NA,NA,1
2909114011,1,1,0,0,0,NA,NA,1
2909114012,1,1,0,0,0,NA,NA,1
2909114013,1,1,0,0,0,NA,NA,1
2909114017,1,1,0,0,0,NA,NA,1
2909114019,1,1,0,0,0,NA,NA,1
2909306004,1,1,0,0,0,NA,NA,1
2909306005,1,1,0,0,0,NA,NA,1
2909306010,1,1,0,0,0,NA,NA,1
2909306011,1,1,0,0,0,NA,NA,1
2909306012,1,1,0,0,0,NA,NA,1
2909306013,1,1,0,0,0,NA,NA,1
2909306014,1,1,0,0,0,NA,NA,1
2909306015,1,1,0,0,0,NA,NA,1
2909306016,1,1,0,0,0,NA,NA,1
2909306017,1,1,0,0,0,NA,NA,1
2909306018,1,1,0,0,0,NA,NA,1
2909306019,1,1,0,0,0,NA,NA,1
2909306020,1,1,0,0,0,NA,NA,1
2909306021,1,1,0,0,0,NA,NA,1
2909306022,1,1,0,0,0,NA,NA,1
2909306029,1,1,0,0,0,NA,NA,1
2909306036,1,1,0,0,0,NA,NA,1
2909306037,1,1,0,0,0,NA,NA,1
2909306038,1,1,0,0,0,NA,NA,1
2909306039,1,1,0,0,0,NA,NA,1
2909306040,1,1,0,0,0,NA,NA,1
2909306047,1,1,0,0,0,NA,NA,1
2909306048,1,1,0,0,0,NA,NA,1
2909306049,1,1,0,0,0,NA,NA,1
2909306050,1,1,0,0,0,NA,NA,1
2909400006,1,1,0,0,0,NA,NA,1
2909400007,1,1,0,0,0,NA,NA,1
2909400008,1,1,0,0,0,NA,NA,1
2909400010,1,1,0,0,0,NA,NA,1
2909400015,1,1,0,0,0,NA,NA,1
2909400016,1,1,0,0,0,NA,NA,1
2909400030,1,1,0,0,0,NA,NA,1
2909400031,1,1,0,0,0,NA,NA,1
2909400051,1,1,0,0,0,NA,NA,1
2909400052,1,1,0,0,0,NA,NA,1
2909400053,1,1,0,0,0,NA,NA,1
2909400054,1,1,0,0,0,NA,NA,1
2909400055,1,1,0,0,0,NA,NA,1
2909400056,1,1,0,0,0,NA,NA,1
2909400057,1,1,0,0,0,NA,NA,1
2909400058,1,1,0,0,0,NA,NA,1
2909400059,1,1,0,0,0,NA,NA,1
2909400060,1,1,0,0,0,NA,NA,1
2909400061,1,1,0,0,0,NA,NA,1
2909400062,1,1,0,0,0,NA,NA,1
2909400063,1,1,0,0,0,NA,NA,1
2909400064,1,1,0,0,0,NA,NA,1
2909400065,1,1,0,0,0,NA,NA,1
2909400068,1,1,0,0,0,NA,NA,1
2909400069,1,1,0,0,0,NA,NA,1
2909400074,1,1,0,0,0,NA,NA,1
2909404005,1,1,0,0,0,NA,NA,1
2909404006,1,1,0,0,0,NA,NA,1
2909406052,1,1,0,0,0,NA,NA,1
2909414002,1,1,0,0,0,NA,NA,1
2909418018,1,1,0,0,0,NA,NA,1
2909418023,1,1,0,0,0,NA,NA,1
2909418033,1,1,0,0,0,NA,NA,1
2909418034,1,1,0,0,0,NA,NA,1
2909418036,1,1,0,0,0,NA,NA,1
2909418037,1,1,0,0,0,NA,NA,1
2909418048,1,1,0,0,0,NA,NA,1
2909418049,1,1,0,0,0,NA,NA,1
2909419012,1,1,0,0,0,NA,NA,1
2909419013,1,1,0,0,0,NA,NA,1
2909419018,1,1,0,0,0,NA,NA,1
2909419029,1,1,0,0,0,NA,NA,1
2909419030,1,1,0,0,0,NA,NA,1
2909419036,1,1,0,0,0,NA,NA,1
2909419039,1,1,0,0,0,NA,NA,1
2909419040,1,1,0,0,0,NA,NA,1
2909419041,1,1,0,0,0,NA,NA,1
2909419042,1,1,0,0,0,NA,NA,1
2909419043,1,1,0,0,0,NA,NA,1
2909419048,1,1,0,0,0,NA,NA,1
2909419049,1,1,0,0,0,NA,NA,1
2909419055,1,1,0,0,0,NA,NA,1
2909419059,1,1,0,0,0,NA,NA,1
2909500009,1,1,0,0,0,NA,NA,1
2910101002,1,1,0,0,0,NA,NA,1
2910101008,1,1,0,0,0,NA,NA,1
2910104032,1,1,0,0,0,NA,NA,1
2910304016,1,1,0,0,0,NA,NA,1
2910304033,1,1,0,0,0,NA,NA,1
2910304034,1,1,0,0,0,NA,NA,1
2910304035,1,1,0,0,0,NA,NA,1
2910304068,1,1,0,0,0,NA,NA,1
2910304080,1,1,0,0,0,NA,NA,1
2913100058,1,1,0,0,0,NA,NA,1
2913106044,1,1,0,0,0,NA,NA,1
2913107022,1,1,0,0,0,NA,NA,1
2913107023,1,1,0,0,0,NA,NA,1
2913107024,1,1,0,0,0,NA,NA,1
2913107025,1,1,0,0,0,NA,NA,1
2913300021,1,1,0,0,0,NA,NA,1
2913300022,1,1,0,0,0,NA,NA,1
2913300023,1,1,0,0,0,NA,NA,1
2913300024,1,1,0,0,0,NA,NA,1
2913300025,1,1,0,0,0,NA,NA,1
2913300026,1,1,0,0,0,NA,NA,1
2913300028,1,1,0,0,0,NA,NA,1
2913300037,1,1,0,0,0,NA,NA,1
2913300039,1,1,0,0,0,NA,NA,1
2913302016,1,1,0,0,0,NA,NA,1
2913302024,1,1,0,0,0,NA,NA,1
2914151014,1,1,0,0,0,NA,NA,1
2914222004,1,1,0,0,0,NA,NA,1
2914222005,1,1,0,0,0,NA,NA,1
2914222006,1,1,0,0,0,NA,NA,1
2914222009,1,1,0,0,0,NA,NA,1
2914222013,1,1,0,0,0,NA,NA,1
2914222016,1,1,0,0,0,NA,NA,1
2914222017,1,1,0,0,0,NA,NA,1
2914222018,1,1,0,0,0,NA,NA,1
2914222019,1,1,0,0,0,NA,NA,1
2914229024,1,1,0,0,0,NA,NA,1
2914229025,1,1,0,0,0,NA,NA,1
2914229026,1,1,0,0,0,NA,NA,1
2914229027,1,1,0,0,0,NA,NA,1
2914229028,1,1,0,0,0,NA,NA,1
2914229029,1,1,0,0,0,NA,NA,1
2914229030,1,1,0,0,0,NA,NA,1
2914229031,1,1,0,0,0,NA,NA,1
2914229032,1,1,0,0,0,NA,NA,1
2914229033,1,1,0,0,0,NA,NA,1
2914229034,1,1,0,0,0,NA,NA,1
2914229035,1,1,0,0,0,NA,NA,1
2914229039,1,1,0,0,0,NA,NA,1
2914300005,1,1,0,0,0,NA,NA,1
2914300006,1,1,0,0,0,NA,NA,1
2914300007,1,1,0,0,0,NA,NA,1
2914300008,1,1,0,0,0,NA,NA,1
2914300009,1,1,0,0,0,NA,NA,1
2914300010,1,1,0,0,0,NA,NA,1
2914300011,1,1,0,0,0,NA,NA,1
2914300012,1,1,0,0,0,NA,NA,1
2914300013,1,1,0,0,0,NA,NA,1
2914300014,1,1,0,0,0,NA,NA,1
2914300015,1,1,0,0,0,NA,NA,1
2914300016,1,1,0,0,0,NA,NA,1
2914300017,1,1,0,0,0,NA,NA,1
2914300018,1,1,0,0,0,NA,NA,1
2914300023,1,1,0,0,0,NA,NA,1
2914300024,1,1,0,0,0,NA,NA,1
2914300025,1,1,0,0,0,NA,NA,1
2914300029,1,1,0,0,0,NA,NA,1
2914300031,1,1,0,0,0,NA,NA,1
2914300032,1,1,0,0,0,NA,NA,1
2914300033,1,1,0,0,0,NA,NA,1
2914300035,1,1,0,0,0,NA,NA,1
2914300036,1,1,0,0,0,NA,NA,1
2914300037,1,1,0,0,0,NA,NA,1
2914304053,1,1,0,0,0,NA,NA,1
2914304054,1,1,0,0,0,NA,NA,1
2914304055,1,1,0,0,0,NA,NA,1
2914304068,1,1,0,0,0,NA,NA,1
2914304069,1,1,0,0,0,NA,NA,1
2914304071,1,1,0,0,0,NA,NA,1
2914306007,1,1,0,0,0,NA,NA,1
2914306008,1,1,0,0,0,NA,NA,1
2914306009,1,1,0,0,0,NA,NA,1
2914306010,1,1,0,0,0,NA,NA,1
2914306011,1,1,0,0,0,NA,NA,1
2914306012,1,1,0,0,0,NA,NA,1
